trnOpDate,gateInComingCnt,gateOutGoingCnt,totalPass
2009/9/13,6583,5911,12494
2009/9/14,5548,3647,9195
2009/9/15,5118,3136,8254
2009/9/16,5298,4599,9897
2009/9/17,5764,5564,11328
2009/9/18,8005,7613,15618
2009/9/19,5413,6016,11429
2009/9/20,6850,7361,14211
2009/9/21,4980,5947,10927
2009/9/22,5092,5881,10973
2009/9/23,5349,5680,11029
2009/9/24,5688,5861,11549
2009/9/25,8333,8176,16509
2009/9/26,6148,6393,12541
2009/9/27,6518,6695,13213
2009/9/28,5783,6114,11897
2009/9/29,5181,5214,10395
2009/9/30,5942,5617,11559
2009/10/1,6630,6126,12756
2009/10/2,9045,9950,18995
2009/10/3,5435,6184,11619
2009/10/4,8023,6733,14756
2009/10/5,5682,5755,11437
2009/10/6,4815,5185,10000
2009/10/7,5346,5772,11118
2009/10/8,5743,5752,11495
2009/10/9,8314,7778,16092
2009/10/10,5792,5880,11672
2009/10/11,6642,6992,13634
2009/10/12,6038,6195,12233
2009/10/13,5338,5792,11130
2009/10/14,5534,5611,11145
2009/10/15,5766,5833,11599
2009/10/16,8765,8371,17136
2009/10/17,6905,7184,14089
2009/10/18,7633,7994,15627
2009/10/19,6209,7012,13221
2009/10/20,5139,5576,10715
2009/10/21,6077,5913,11990
2009/10/22,5753,5664,11417
2009/10/23,7985,7479,15464
2009/10/24,6073,6477,12550
2009/10/25,7400,7512,14912
2009/10/26,6001,6278,12279
2009/10/27,5525,5863,11388
2009/10/28,5521,5451,10972
2009/10/29,6363,5850,12213
2009/10/30,8381,8257,16638
2009/10/31,6128,6324,12452
2009/11/1,6818,6831,13649
2009/11/2,5499,5182,10681
2009/11/3,5382,5499,10881
2009/11/4,5579,5356,10935
2009/11/5,5765,5850,11615
2009/11/6,8512,8508,17020
2009/11/7,6770,7144,13914
2009/11/8,7623,8127,15750
2009/11/9,6147,7284,13431
2009/11/10,5185,4497,9682
2009/11/11,5769,5533,11302
2009/11/12,5525,5123,10648
2009/11/13,7123,7563,14686
2009/11/14,6839,6976,13815
2009/11/15,8722,8114,16836
2009/11/16,5950,6442,12392
2009/11/17,6100,6305,12405
2009/11/18,5524,5815,11339
2009/11/19,5521,5029,10550
2009/11/20,6226,7506,13732
2009/11/21,7302,5936,13238
2009/11/22,7209,5995,13204
2009/11/23,5974,4807,10781
2009/11/24,5174,3666,8840
2009/11/25,5450,5070,10520
2009/11/26,5640,5637,11277
2009/11/27,8307,7685,15992
2009/11/28,6327,6429,12756
2009/11/29,7276,7592,14868
2009/11/30,6993,6490,13483
2009/12/1,5800,6334,12134
2009/12/2,5518,5806,11324
2009/12/3,6479,6037,12516
2009/12/4,8620,8995,17615
2009/12/5,7159,7349,14508
2009/12/6,8579,8503,17082
2009/12/7,6360,6523,12883
2009/12/8,5219,5700,10919
2009/12/9,6496,6120,12616
2009/12/10,5777,5910,11687
2009/12/11,8933,8225,17158
2009/12/12,7047,7299,14346
2009/12/13,7609,8284,15893
2009/12/14,6051,6297,12348
2009/12/15,5461,6256,11717
2009/12/16,5420,5548,10968
2009/12/17,5975,6219,12194
2009/12/18,8761,8172,16933
2009/12/19,5914,6145,12059
2009/12/20,6437,7077,13514
2009/12/21,5977,6138,12115
2009/12/22,5339,5696,11035
2009/12/23,5754,5922,11676
2009/12/24,5893,5718,11611
2009/12/25,8448,8096,16544
2009/12/26,6420,6880,13300
2009/12/27,6959,7389,14348
2009/12/28,5625,5964,11589
2009/12/29,5387,5775,11162
2009/12/30,5880,6365,12245
2009/12/31,10323,7840,18163
2010/1/1,6360,8400,14760
2010/1/2,5665,5679,11344
2010/1/3,7404,7041,14445
2010/1/4,6505,6585,13090
2010/1/5,6253,5926,12179
2010/1/6,5142,5061,10203
2010/1/7,6061,5846,11907
2010/1/8,5928,6386,12314
2010/1/9,5441,5035,10476
2010/1/10,6406,5981,12387
2010/1/11,5561,4680,10241
2010/1/12,4893,3124,8017
2010/1/13,4939,3084,8023
2010/1/14,5072,3284,8356
2010/1/15,6900,5091,11991
2010/1/16,5729,5091,10820
2010/1/17,5949,6080,12029
2010/1/18,5815,5442,11257
2010/1/19,5829,5950,11779
2010/1/20,7204,7083,14287
2010/1/21,5925,6016,11941
2010/1/22,6876,6814,13690
2010/1/23,5509,5742,11251
2010/1/24,6162,5864,12026
2010/1/25,5633,5530,11163
2010/1/26,5433,5394,10827
2010/1/27,5981,6386,12367
2010/1/28,5185,5210,10395
2010/1/29,6473,6260,12733
2010/1/30,5694,5839,11533
2010/1/31,5901,5706,11607
2010/2/1,5799,5829,11628
2010/2/2,5229,5505,10734
2010/2/3,5506,5418,10924
2010/2/4,5430,5532,10962
2010/2/5,6551,6158,12709
2010/2/6,5603,5494,11097
2010/2/7,5628,5655,11283
2010/2/8,6001,6043,12044
2010/2/9,5708,5543,11251
2010/2/10,5556,5463,11019
2010/2/11,5521,5605,11126
2010/2/12,5355,6281,11636
2010/2/13,3598,4139,7737
2010/2/14,6018,5808,11826
2010/2/15,6144,6095,12239
2010/2/16,6128,5598,11726
2010/2/17,5511,4829,10340
2010/2/18,5457,4931,10388
2010/2/19,4746,4364,9110
2010/2/20,6370,6163,12533
2010/2/21,6525,6310,12835
2010/2/22,5775,5857,11632
2010/2/23,6521,6100,12621
2010/2/24,6001,6083,12084
2010/2/25,6254,6202,12456
2010/2/26,7886,8068,15954
2010/2/27,5775,5997,11772
2010/2/28,6894,6399,13293
2010/3/1,5764,4683,10447
2010/3/2,5193,3370,8563
2010/3/3,4775,3768,8543
2010/3/4,4628,3596,8224
2010/3/5,7047,6803,13850
2010/3/6,6244,6675,12919
2010/3/7,7428,7239,14667
2010/3/8,4332,5187,9519
2010/3/9,3816,3164,6980
2010/3/10,4255,3253,7508
2010/3/11,5013,4771,9784
2010/3/12,8534,8534,17068
2010/3/13,5771,6364,12135
2010/3/14,8020,8358,16378
2010/3/15,5520,6400,11920
2010/3/16,4415,5296,9711
2010/3/17,4670,5541,10211
2010/3/18,5155,5619,10774
2010/3/19,7782,7623,15405
2010/3/20,6204,6122,12326
2010/3/21,7067,6995,14062
2010/3/22,5147,4819,9966
2010/3/23,4928,4161,9089
2010/3/24,5881,3833,9714
2010/3/25,5760,3504,9264
2010/3/26,7809,5579,13388
2010/3/27,6178,5672,11850
2010/3/28,6749,6682,13431
2010/3/29,6097,6104,12201
2010/3/30,5578,5710,11288
2010/3/31,5759,5777,11536
2010/4/1,6758,6431,13189
2010/4/2,8480,8687,17167
2010/4/3,6592,7178,13770
2010/4/4,6319,6696,13015
2010/4/5,8264,7964,16228
2010/4/6,6360,6499,12859
2010/4/7,5216,5702,10918
2010/4/8,4813,5218,10031
2010/4/9,7839,7714,15553
2010/4/10,6406,6669,13075
2010/4/11,7832,8198,16030
2010/4/12,5418,6612,12030
2010/4/13,4530,5410,9940
2010/4/14,4746,4639,9385
2010/4/15,4146,5259,9405
2010/4/16,7768,7998,15766
2010/4/17,6217,7204,13421
2010/4/18,6997,7527,14524
2010/4/19,5243,6277,11520
2010/4/20,4676,5801,10477
2010/4/21,5036,5753,10789
2010/4/22,5846,5695,11541
2010/4/23,7323,7480,14803
2010/4/24,5868,5943,11811
2010/4/25,7650,7345,14995
2010/4/26,6061,5545,11606
2010/4/27,5072,3274,8346
2010/4/28,5428,3505,8933
2010/4/29,5658,3873,9531
2010/4/30,7846,6148,13994
2010/5/1,7343,6794,14137
2010/5/2,7421,6950,14371
2010/5/3,6235,4535,10770
2010/5/4,5473,3700,9173
2010/5/5,5706,4075,9781
2010/5/6,5973,4007,9980
2010/5/7,8618,7132,15750
2010/5/8,6897,6835,13732
2010/5/9,8525,7453,15978
2010/5/10,6771,5166,11937
2010/5/11,5635,5130,10765
2010/5/12,5779,5922,11701
2010/5/13,5657,5637,11294
2010/5/14,7396,7576,14972
2010/5/15,6410,6781,13191
2010/5/16,7382,7869,15251
2010/5/17,5557,6532,12089
2010/5/18,4617,5456,10073
2010/5/19,4814,5679,10493
2010/5/20,5194,5642,10836
2010/5/21,8071,8307,16378
2010/5/22,6372,6850,13222
2010/5/23,6561,6548,13109
2010/5/24,5426,6383,11809
2010/5/25,4657,5496,10153
2010/5/26,4835,5388,10223
2010/5/27,5173,5556,10729
2010/5/28,7310,7248,14558
2010/5/29,5290,5786,11076
2010/5/30,6976,7130,14106
2010/5/31,5399,6027,11426
2010/6/1,4738,5358,10096
2010/6/2,4546,5170,9716
2010/6/3,4883,5214,10097
2010/6/4,7172,7555,14727
2010/6/5,6155,6243,12398
2010/6/6,7187,7167,14354
2010/6/7,6094,6851,12945
2010/6/8,5251,5663,10914
2010/6/9,4955,5646,10601
2010/6/10,5148,5720,10868
2010/6/11,6915,7930,14845
2010/6/12,7401,7227,14628
2010/6/13,7023,6599,13622
2010/6/14,5900,5926,11826
2010/6/15,5879,6546,12425
2010/6/16,5880,5933,11813
2010/6/17,5755,5920,11675
2010/6/18,7216,7341,14557
2010/6/19,5998,6325,12323
2010/6/20,6220,6689,12909
2010/6/21,5265,6181,11446
2010/6/22,4497,5119,9616
2010/6/23,4830,5373,10203
2010/6/24,4694,5165,9859
2010/6/25,6450,6385,12835
2010/6/26,5499,5818,11317
2010/6/27,5952,6101,12053
2010/6/28,5434,5980,11414
2010/6/29,5218,5479,10697
2010/6/30,5142,5852,10994
2010/7/1,4923,5191,10114
2010/7/2,6102,6255,12357
2010/7/3,6484,6666,13150
2010/7/4,6338,6283,12621
2010/7/5,5979,6093,12072
2010/7/6,5129,4955,10084
2010/7/7,4957,4786,9743
2010/7/8,5041,4492,9533
2010/7/9,6645,5792,12437
2010/7/10,6652,6587,13239
2010/7/11,7012,6678,13690
2010/7/12,5523,5215,10738
2010/7/13,5155,4591,9746
2010/7/14,5034,4591,9625
2010/7/15,5001,4396,9397
2010/7/16,6428,5874,12302
2010/7/17,5982,5774,11756
2010/7/18,6834,6503,13337
2010/7/19,5451,5110,10561
2010/7/20,4969,4588,9557
2010/7/21,5019,4363,9382
2010/7/22,4991,4427,9418
2010/7/23,7394,5680,13074
2010/7/24,5951,6033,11984
2010/7/25,6548,7059,13607
2010/7/26,5195,4763,9958
2010/7/27,4347,3704,8051
2010/7/28,4464,3925,8389
2010/7/29,4892,4361,9253
2010/7/30,7022,5821,12843
2010/7/31,6266,6146,12412
2010/8/1,6665,6847,13512
2010/8/2,6315,6140,12455
2010/8/3,5623,5546,11169
2010/8/4,5920,5821,11741
2010/8/5,5755,5745,11500
2010/8/6,8515,7422,15937
2010/8/7,6820,6882,13702
2010/8/8,7257,7233,14490
2010/8/9,6291,5497,11788
2010/8/10,5756,4459,10215
2010/8/11,5720,4561,10281
2010/8/12,5838,4673,10511
2010/8/13,8324,6396,14720
2010/8/14,7489,6751,14240
2010/8/15,7451,7415,14866
2010/8/16,6488,6362,12850
2010/8/17,5758,6283,12041
2010/8/18,6085,5922,12007
2010/8/19,5415,6106,11521
2010/8/20,7912,6676,14588
2010/8/21,6334,6569,12903
2010/8/22,6596,7095,13691
2010/8/23,5962,6372,12334
2010/8/24,5335,5343,10678
2010/8/25,6320,5374,11694
2010/8/26,5485,4843,10328
2010/8/27,6803,5934,12737
2010/8/28,6202,5974,12176
2010/8/29,6514,6026,12540
2010/8/30,5607,4855,10462
2010/8/31,5071,3629,8700
2010/9/1,5312,3721,9033
2010/9/2,5486,4183,9669
2010/9/3,7062,5437,12499
2010/9/4,6255,5712,11967
2010/9/5,6893,6154,13047
2010/9/6,6025,4914,10939
2010/9/7,5709,4012,9721
2010/9/8,5886,4178,10064
2010/9/9,6227,5306,11533
2010/9/10,8155,8252,16407
2010/9/11,7007,7183,14190
2010/9/12,8316,7771,16087
2010/9/13,6783,7469,14252
2010/9/14,6016,6484,12500
2010/9/15,6181,6480,12661
2010/9/16,6299,6065,12364
2010/9/17,8699,8676,17375
2010/9/18,5712,6343,12055
2010/9/19,2349,1972,4321
2010/9/20,6238,7205,13443
2010/9/21,6368,7286,13654
2010/9/22,6799,6675,13474
2010/9/23,6039,6387,12426
2010/9/24,8172,8730,16902
2010/9/25,6784,7342,14126
2010/9/26,7850,7803,15653
2010/9/27,5633,6595,12228
2010/9/28,5113,5818,10931
2010/9/29,5011,5740,10751
2010/9/30,5314,5909,11223
2010/10/1,8010,8363,16373
2010/10/2,6031,6641,12672
2010/10/3,7472,7495,14967
2010/10/4,5747,6585,12332
2010/10/5,5207,5773,10980
2010/10/6,5317,6042,11359
2010/10/7,5442,5848,11290
2010/10/8,7785,8383,16168
2010/10/9,6702,6954,13656
2010/10/10,7886,7933,15819
2010/10/11,6100,6773,12873
2010/10/12,5123,6231,11354
2010/10/13,5373,6242,11615
2010/10/14,5532,6070,11602
2010/10/15,7948,8410,16358
2010/10/16,7293,7882,15175
2010/10/17,8300,8381,16681
2010/10/18,5696,6604,12300
2010/10/19,4963,5701,10664
2010/10/20,5069,5668,10737
2010/10/21,5283,6149,11432
2010/10/22,7379,7914,15293
2010/10/23,6613,7124,13737
2010/10/24,7339,7389,14728
2010/10/25,6036,6922,12958
2010/10/26,5118,6287,11405
2010/10/27,4976,5739,10715
2010/10/28,4605,4030,8635
2010/10/29,7256,6455,13711
2010/10/30,6439,6335,12774
2010/10/31,7384,7060,14444
2010/11/1,5499,4936,10435
2010/11/2,4714,3678,8392
2010/11/3,4846,3742,8588
2010/11/4,4565,3713,8278
2010/11/5,7184,6491,13675
2010/11/6,6796,6393,13189
2010/11/7,7412,7420,14832
2010/11/8,5453,5364,10817
2010/11/9,4658,3859,8517
2010/11/10,4780,3929,8709
2010/11/11,5691,4814,10505
2010/11/12,8824,7199,16023
2010/11/13,7424,7232,14656
2010/11/14,9298,8726,18024
2010/11/15,7291,7647,14938
2010/11/16,6362,6509,12871
2010/11/17,6379,6780,13159
2010/11/18,6321,6409,12730
2010/11/19,7984,9380,17364
2010/11/20,8617,8507,17124
2010/11/21,9088,7965,17053
2010/11/22,7624,7216,14840
2010/11/23,5625,5822,11447
2010/11/24,5134,5942,11076
2010/11/25,5377,5988,11365
2010/11/26,8306,8466,16772
2010/11/27,6795,7290,14085
2010/11/28,8068,8632,16700
2010/11/29,5169,4938,10107
2010/11/30,4661,3736,8397
2010/12/1,4749,3912,8661
2010/12/2,4803,3780,8583
2010/12/3,7991,6824,14815
2010/12/4,7181,6755,13936
2010/12/5,7798,7742,15540
2010/12/6,5508,4769,10277
2010/12/7,4506,3702,8208
2010/12/8,4666,3835,8501
2010/12/9,5098,4285,9383
2010/12/10,7492,6808,14300
2010/12/11,7410,6917,14327
2010/12/12,8418,7650,16068
2010/12/13,5192,5060,10252
2010/12/14,4582,4073,8655
2010/12/15,4395,3711,8106
2010/12/16,3943,3481,7424
2010/12/17,7870,6656,14526
2010/12/18,7016,6296,13312
2010/12/19,7963,7442,15405
2010/12/20,6246,4878,11124
2010/12/21,5227,4197,9424
2010/12/22,5370,3924,9294
2010/12/23,5872,4321,10193
2010/12/24,8269,6738,15007
2010/12/25,7610,6984,14594
2010/12/26,7393,6775,14168
2010/12/27,5996,4806,10802
2010/12/28,5259,3997,9256
2010/12/29,5482,4126,9608
2010/12/30,6303,4429,10732
2010/12/31,10649,7044,17693
2011/1/1,6061,7813,13874
2011/1/2,7414,6940,14354
2011/1/3,6185,6374,12559
2011/1/4,5382,5155,10537
2011/1/5,5721,5328,11049
2011/1/6,5497,4643,10140
2011/1/7,7695,6420,14115
2011/1/8,6623,5940,12563
2011/1/9,6805,6247,13052
2011/1/10,5743,4791,10534
2011/1/11,5152,3510,8662
2011/1/12,4809,3401,8210
2011/1/13,5580,3897,9477
2011/1/14,7412,6016,13428
2011/1/15,5799,5336,11135
2011/1/16,5830,5281,11111
2011/1/17,6036,4638,10674
2011/1/18,5659,4627,10286
2011/1/19,5793,5042,10835
2011/1/20,6674,5356,12030
2011/1/21,6816,6096,12912
2011/1/22,6451,5818,12269
2011/1/23,6915,6154,13069
2011/1/24,6084,5003,11087
2011/1/25,6119,5031,11150
2011/1/26,5960,5121,11081
2011/1/27,5644,5592,11236
2011/1/28,6630,6038,12668
2011/1/29,5650,5412,11062
2011/1/30,5786,5247,11033
2011/1/31,6174,5628,11802
2011/2/1,6091,6086,12177
2011/2/2,4374,4570,8944
2011/2/3,6885,6324,13209
2011/2/4,7417,7108,14525
2011/2/5,8503,7417,15920
2011/2/6,8495,7550,16045
2011/2/7,7729,7053,14782
2011/2/8,6865,5922,12787
2011/2/9,6782,5968,12750
2011/2/10,6951,6625,13576
2011/2/11,7403,6546,13949
2011/2/12,7452,7067,14519
2011/2/13,7450,6841,14291
2011/2/14,5847,5330,11177
2011/2/15,6392,5998,12390
2011/2/16,6765,6920,13685
2011/2/17,22166,16404,38570
2011/2/18,15421,14119,29540
2011/2/19,19963,21055,41018
2011/2/20,25979,23367,49346
2011/2/21,20959,20921,41880
2011/2/22,16794,17985,34779
2011/2/23,23194,22818,46012
2011/2/24,21070,20104,41174
2011/2/25,29127,31173,60300
2011/2/26,55106,71351,126457
2011/2/27,51460,70335,121795
2011/2/28,24332,21914,46246
2011/3/1,6681,6560,13241
2011/3/2,4534,5832,10366
2011/3/3,5405,5808,11213
2011/3/4,8362,8298,16660
2011/3/5,6810,6809,13619
2011/3/6,7895,8125,16020
2011/3/7,4900,6353,11253
2011/3/8,3750,5816,9566
2011/3/9,4174,6173,10347
2011/3/10,6262,5888,12150
2011/3/11,9137,8705,17842
2011/3/12,7994,7786,15780
2011/3/13,8687,8799,17486
2011/3/14,7045,7222,14267
2011/3/15,6090,5955,12045
2011/3/16,5999,5859,11858
2011/3/17,6446,5620,12066
2011/3/18,9185,8247,17432
2011/3/19,6741,6717,13458
2011/3/20,8213,8458,16671
2011/3/21,6700,6789,13489
2011/3/22,5981,5871,11852
2011/3/23,6027,5787,11814
2011/3/24,6976,6483,13459
2011/3/25,7408,8164,15572
2011/3/26,5887,6582,12469
2011/3/27,6102,6796,12898
2011/3/28,4194,6245,10439
2011/3/29,4353,5901,10254
2011/3/30,5003,6080,11083
2011/3/31,5103,6342,11445
2011/4/1,8477,9187,17664
2011/4/2,7773,8526,16299
2011/4/3,7214,7713,14927
2011/4/4,7003,7261,14264
2011/4/5,8095,7794,15889
2011/4/6,5903,7717,13620
2011/4/7,4919,6909,11828
2011/4/8,6823,8079,14902
2011/4/9,7027,7456,14483
2011/4/10,7723,8338,16061
2011/4/11,4613,6607,11220
2011/4/12,4101,6552,10653
2011/4/13,4169,6049,10218
2011/4/14,5098,6003,11101
2011/4/15,8917,8484,17401
2011/4/16,7618,7304,14922
2011/4/17,7876,8226,16102
2011/4/18,6712,6729,13441
2011/4/19,6228,6173,12401
2011/4/20,6528,6275,12803
2011/4/21,6677,6370,13047
2011/4/22,8962,8603,17565
2011/4/23,7862,7571,15433
2011/4/24,8681,8364,17045
2011/4/25,6904,6702,13606
2011/4/26,6281,5998,12279
2011/4/27,6536,6218,12754
2011/4/28,6502,6296,12798
2011/4/29,8922,8797,17719
2011/4/30,8060,8160,16220
2011/5/1,8199,8266,16465
2011/5/2,6800,7048,13848
2011/5/3,5931,5867,11798
2011/5/4,6421,6068,12489
2011/5/5,5684,6308,11992
2011/5/6,7610,9883,17493
2011/5/7,7272,8486,15758
2011/5/8,9155,8673,17828
2011/5/9,5724,6984,12708
2011/5/10,6213,6155,12368
2011/5/11,6549,6362,12911
2011/5/12,6843,6034,12877
2011/5/13,8674,7737,16411
2011/5/14,6791,6834,13625
2011/5/15,8265,8010,16275
2011/5/16,6451,6465,12916
2011/5/17,6257,5784,12041
2011/5/18,6256,6105,12361
2011/5/19,6599,5900,12499
2011/5/20,9707,8703,18410
2011/5/21,7696,7610,15306
2011/5/22,8768,8596,17364
2011/5/23,6277,6134,12411
2011/5/24,5811,5747,11558
2011/5/25,6369,6131,12500
2011/5/26,6608,6411,13019
2011/5/27,8374,7937,16311
2011/5/28,7000,6779,13779
2011/5/29,8051,8127,16178
2011/5/30,6662,6656,13318
2011/5/31,6190,5990,12180
2011/6/1,6024,5843,11867
2011/6/2,6285,5845,12130
2011/6/3,9715,9114,18829
2011/6/4,7963,8269,16232
2011/6/5,7515,7510,15025
2011/6/6,9057,8107,17164
2011/6/7,7192,7077,14269
2011/6/8,6552,6375,12927
2011/6/9,6650,6177,12827
2011/6/10,8674,8396,17070
2011/6/11,8190,7820,16010
2011/6/12,8112,8095,16207
2011/6/13,6764,6755,13519
2011/6/14,5957,5772,11729
2011/6/15,6212,5916,12128
2011/6/16,6480,6084,12564
2011/6/17,8713,7804,16517
2011/6/18,7348,7162,14510
2011/6/19,7622,7948,15570
2011/6/20,6562,6657,13219
2011/6/21,5938,5767,11705
2011/6/22,6246,5984,12230
2011/6/23,6307,6087,12394
2011/6/24,8184,7338,15522
2011/6/25,5389,5519,10908
2011/6/26,6685,6744,13429
2011/6/27,6605,6637,13242
2011/6/28,5997,5782,11779
2011/6/29,6188,6010,12198
2011/6/30,7506,7238,14744
2011/7/1,8035,7491,15526
2011/7/2,7681,7339,15020
2011/7/3,7588,7357,14945
2011/7/4,6903,6603,13506
2011/7/5,6257,6084,12341
2011/7/6,6401,6164,12565
2011/7/7,6321,6077,12398
2011/7/8,7952,7338,15290
2011/7/9,7606,7592,15198
2011/7/10,8254,8088,16342
2011/7/11,5705,6785,12490
2011/7/12,5091,6038,11129
2011/7/13,5670,6234,11904
2011/7/14,5949,5669,11618
2011/7/15,8402,7214,15616
2011/7/16,7356,7170,14526
2011/7/17,7191,7908,15099
2011/7/18,6864,6977,13841
2011/7/19,6678,6196,12874
2011/7/20,6733,6252,12985
2011/7/21,6579,6347,12926
2011/7/22,8937,7582,16519
2011/7/23,7352,7340,14692
2011/7/24,8205,8268,16473
2011/7/25,6811,6776,13587
2011/7/26,6513,6341,12854
2011/7/27,6377,6299,12676
2011/7/28,6451,6256,12707
2011/7/29,8628,7447,16075
2011/7/30,7522,7090,14612
2011/7/31,6968,7603,14571
2011/8/1,6877,6806,13683
2011/8/2,6508,6167,12675
2011/8/3,6399,6158,12557
2011/8/4,6233,6293,12526
2011/8/5,8419,7453,15872
2011/8/6,7074,7168,14242
2011/8/7,7918,8195,16113
2011/8/8,6773,6732,13505
2011/8/9,6408,6049,12457
2011/8/10,6472,6226,12698
2011/8/11,6183,6603,12786
2011/8/12,8173,8382,16555
2011/8/13,7418,7962,15380
2011/8/14,6807,7681,14488
2011/8/15,6006,7296,13302
2011/8/16,5601,6762,12363
2011/8/17,5633,6641,12274
2011/8/18,5688,7004,12692
2011/8/19,7795,7877,15672
2011/8/20,7114,7388,14502
2011/8/21,7614,8330,15944
2011/8/22,6110,6907,13017
2011/8/23,5738,6749,12487
2011/8/24,5568,6599,12167
2011/8/25,5705,6591,12296
2011/8/26,6615,7598,14213
2011/8/27,6697,7229,13926
2011/8/28,6850,6709,13559
2011/8/29,3773,4399,8172
2011/8/30,4181,5761,9942
2011/8/31,4362,5867,10229
2011/9/1,5053,6149,11202
2011/9/2,7837,7615,15452
2011/9/3,6473,6943,13416
2011/9/4,6914,6982,13896
2011/9/5,5264,7073,12337
2011/9/6,5212,6205,11417
2011/9/7,6482,6287,12769
2011/9/8,6519,6543,13062
2011/9/9,8447,9218,17665
2011/9/10,8182,8900,17082
2011/9/11,8258,8137,16395
2011/9/12,9936,8156,18092
2011/9/13,7548,7159,14707
2011/9/14,6586,6315,12901
2011/9/15,6674,6314,12988
2011/9/16,9325,8278,17603
2011/9/17,7865,7370,15235
2011/9/18,8545,8433,16978
2011/9/19,6883,6827,13710
2011/9/20,6383,6879,13262
2011/9/21,6573,6288,12861
2011/9/22,4786,6131,10917
2011/9/23,7264,8989,16253
2011/9/24,7139,7650,14789
2011/9/25,8208,8220,16428
2011/9/26,4730,7304,12034
2011/9/27,3996,6084,10080
2011/9/28,4482,6291,10773
2011/9/29,5176,6153,11329
2011/9/30,9371,8613,17984
2011/10/1,7568,7477,15045
2011/10/2,7669,7643,15312
2011/10/3,6436,6671,13107
2011/10/4,6127,5953,12080
2011/10/5,6537,6416,12953
2011/10/6,7384,6563,13947
2011/10/7,10003,9940,19943
2011/10/8,8691,8941,17632
2011/10/9,8613,8268,16881
2011/10/10,9865,8946,18811
2011/10/11,7289,7080,14369
2011/10/12,6844,6563,13407
2011/10/13,4681,7226,11907
2011/10/14,7020,8765,15785
2011/10/15,7849,8528,16377
2011/10/16,8437,9089,17526
2011/10/17,4878,7053,11931
2011/10/18,4488,6528,11016
2011/10/19,4564,6571,11135
2011/10/20,4676,6887,11563
2011/10/21,7480,8941,16421
2011/10/22,7863,8658,16521
2011/10/23,8942,8936,17878
2011/10/24,5098,7066,12164
2011/10/25,4971,6363,11334
2011/10/26,6499,6222,12721
2011/10/27,6571,6229,12800
2011/10/28,9371,9041,18412
2011/10/29,8281,8109,16390
2011/10/30,8931,8621,17552
2011/10/31,7133,7339,14472
2011/11/1,4374,6644,11018
2011/11/2,4991,6140,11131
2011/11/3,4777,6194,10971
2011/11/4,7531,8726,16257
2011/11/5,7496,8136,15632
2011/11/6,8377,8612,16989
2011/11/7,4808,6784,11592
2011/11/8,4031,5946,9977
2011/11/9,3982,5959,9941
2011/11/10,4452,6187,10639
2011/11/11,7061,8733,15794
2011/11/12,7605,8355,15960
2011/11/13,9382,9771,19153
2011/11/14,5563,7415,12978
2011/11/15,4376,6360,10736
2011/11/16,4515,6425,10940
2011/11/17,4415,6342,10757
2011/11/18,7129,9687,16816
2011/11/19,7909,8056,15965
2011/11/20,9611,8507,18118
2011/11/21,7542,7386,14928
2011/11/22,6457,6264,12721
2011/11/23,6538,6177,12715
2011/11/24,6894,7016,13910
2011/11/25,9877,9288,19165
2011/11/26,8295,8277,16572
2011/11/27,9027,8885,17912
2011/11/28,7062,7092,14154
2011/11/29,4068,6057,10125
2011/11/30,4428,6355,10783
2011/12/1,4327,6097,10424
2011/12/2,7185,8690,15875
2011/12/3,7068,7786,14854
2011/12/4,8154,8548,16702
2011/12/5,4733,6444,11177
2011/12/6,4114,6012,10126
2011/12/7,5349,6227,11576
2011/12/8,6766,6330,13096
2011/12/9,8297,8741,17038
2011/12/10,7738,7955,15693
2011/12/11,8855,9000,17855
2011/12/12,5010,7520,12530
2011/12/13,4307,6523,10830
2011/12/14,4339,6258,10597
2011/12/15,4653,6338,10991
2011/12/16,7484,8761,16245
2011/12/17,7223,7869,15092
2011/12/18,8625,9052,17677
2011/12/19,4883,6942,11825
2011/12/20,4188,6213,10401
2011/12/21,5093,5431,10524
2011/12/22,6779,6322,13101
2011/12/23,7562,8924,16486
2011/12/24,7732,8094,15826
2011/12/25,8851,9111,17962
2011/12/26,5510,7168,12678
2011/12/27,4642,6248,10890
2011/12/28,4386,6205,10591
2011/12/29,4691,6293,10984
2011/12/30,8525,8892,17417
2011/12/31,8478,7366,15844
2012/1/1,9615,9452,19067
2012/1/2,7039,8841,15880
2012/1/3,6481,7093,13574
2012/1/4,7481,6632,14113
2012/1/5,6382,6953,13335
2012/1/6,9028,8436,17464
2012/1/7,8210,7697,15907
2012/1/8,7879,7770,15649
2012/1/9,7092,7490,14582
2012/1/10,5647,6968,12615
2012/1/11,5165,7021,12186
2012/1/12,5506,7326,12832
2012/1/13,9010,10231,19241
2012/1/14,8360,8699,17059
2012/1/15,7668,7652,15320
2012/1/16,6623,7472,14095
2012/1/17,6362,6620,12982
2012/1/18,6172,6664,12836
2012/1/19,6121,6753,12874
2012/1/20,7276,7859,15135
2012/1/21,5883,6480,12363
2012/1/22,4135,4699,8834
2012/1/23,6536,6346,12882
2012/1/24,7196,7025,14221
2012/1/25,8226,7799,16025
2012/1/26,8923,8140,17063
2012/1/27,8368,7962,16330
2012/1/28,8170,8056,16226
2012/1/29,7491,7446,14937
2012/1/30,6036,6860,12896
2012/1/31,5806,6492,12298
2012/2/1,5842,6706,12548
2012/2/2,6158,6776,12934
